job_title,ai_impact,task_count,ai_model,ai_workload_ratio,domain_area
Regulatory Specialist,40%,604,1904,0.3172268908,Law Enforcement
Cargo Agent,40%,597,2088,0.2859195402,Construction
Inventory Planner,40%,791,2569,0.3079019074,Sales & Marketing
Logistics Administrator,40%,749,2422,0.3092485549,Hospitality
Logistics Analyst,40%,814,2675,0.3042990654,Communication & PR
Logistics Planner,40%,756,2500,0.3024,Data & IT
Purchasing Specialist,40%,530,1717,0.3086779266,Administrative & Clerical
Senior Buyer,40%,449,1512,0.296957672,Leadership & Strategy
Supply Chain Planner,40%,670,2481,0.2700523982,Medical & Healthcare
Certified Personal Trainer,40%,551,1737,0.3172135866,Supply Chain & Logistics
Anchor,40%,697,2170,0.3211981567,Law Enforcement
Broadcast Journalist,40%,756,2331,0.3243243243,Construction
Communications,40%,841,2410,0.3489626556,Sales & Marketing
Communications Officer,40%,842,2542,0.3312352478,Hospitality
Content Specialist,40%,986,3369,0.2926684476,Communication & PR
Creative Producer,40%,898,3016,0.2977453581,Data & IT
Proofreader,40%,430,1728,0.2488425926,Administrative & Clerical
Sound Technician,40%,424,1317,0.3219438117,Leadership & Strategy
Technical Designer,40%,583,2311,0.2522717438,Medical & Healthcare
Qa Analyst,40%,643,1948,0.3300821355,Supply Chain & Logistics
Clinical Nurse Educator,40%,386,1041,0.3707973103,Law Enforcement
Computer Teacher,40%,562,1344,0.4181547619,Construction
Early Childhood Education,40%,440,1092,0.4029304029,Sales & Marketing
Education Consultant,40%,618,1955,0.316112532,Hospitality
Head Start Teacher,40%,399,1196,0.3336120401,Communication & PR
Library Technician,40%,521,1849,0.2817739319,Data & IT
Online Instructor,40%,846,2784,0.3038793103,Administrative & Clerical
School Administrator,40%,491,1714,0.2864644107,Leadership & Strategy
Substitute Teacher,40%,470,1701,0.2763080541,Medical & Healthcare
Test Proctor,40%,463,1638,0.2826617827,Supply Chain & Logistics
Training Coordinator,40%,676,2242,0.3015165031,Law Enforcement
Training Supervisor,40%,655,2201,0.2975920036,Construction
Agent,40%,648,2044,0.3170254403,Sales & Marketing
Aircraft Painter,40%,403,1500,0.2686666667,Hospitality
Art Director,40%,686,2666,0.2573143286,Communication & PR
Assistant Art Director,40%,658,2252,0.2921847247,Data & IT
Character Artist,40%,737,2724,0.2705580029,Administrative & Clerical
Concept Artist,40%,786,2804,0.2803138374,Leadership & Strategy
Creative Consultant,40%,827,2896,0.2855662983,Medical & Healthcare
Designer,40%,745,2746,0.2713037145,Supply Chain & Logistics
Drone Pilot,40%,357,1046,0.3413001912,Law Enforcement
Illustrator,40%,468,2014,0.2323733863,Construction
Industrial Painter,40%,182,966,0.1884057971,Sales & Marketing
Technical Writer,40%,715,2803,0.2550838387,Hospitality
Ticketing Agent,40%,495,1754,0.2822120867,Communication & PR
Video Game Tester,40%,532,1838,0.289445049,Data & IT
Anesthesiologist Assistant,40%,382,1277,0.2991386061,Administrative & Clerical
Cardiac Sonographer,40%,403,1376,0.292877907,Leadership & Strategy
Cardiovascular Technologist,40%,417,1411,0.2955350815,Medical & Healthcare
Certified Occupational Therapy Assistant,40%,438,1476,0.2967479675,Supply Chain & Logistics
Certified Pharmacy Technician,40%,232,722,0.3213296399,Law Enforcement
Clinical Exercise Physiologist,40%,283,904,0.3130530973,Construction
Dosimetrist,40%,199,646,0.3080495356,Sales & Marketing
Er Rn,40%,214,523,0.4091778203,Hospitality
Health Inspector,40%,300,903,0.3322259136,Communication & PR
Hearing Aid Specialist,40%,301,1053,0.2858499525,Data & IT
Hearing Instrument Specialist,40%,297,1049,0.2831267874,Administrative & Clerical
Medical Illustrator,40%,487,2085,0.2335731415,Leadership & Strategy
Medical Physicist,40%,305,1065,0.2863849765,Medical & Healthcare
Pharmacist Technician,40%,238,1071,0.2222222222,Supply Chain & Logistics
Pharmacy Technician,40%,248,1012,0.2450592885,Law Enforcement
Phlebotomy,40%,171,710,0.2408450704,Construction
Phlebotomy Technician,40%,177,714,0.2478991597,Sales & Marketing
Radiology Manager,40%,331,1271,0.2604248623,Hospitality
Specimen Processor,40%,325,1144,0.2840909091,Communication & PR
Sterile Processing Technician,40%,274,1052,0.2604562738,Data & IT
Surgical Technician,40%,265,887,0.2987598647,Administrative & Clerical
Surgical Technologist,40%,266,910,0.2923076923,Leadership & Strategy
Aircraft Fueler,40%,394,1326,0.2971342383,Medical & Healthcare
Aircraft Technician,40%,434,1406,0.3086770982,Supply Chain & Logistics
Atm Technician,40%,442,1466,0.3015006821,Law Enforcement
Automation Specialist,40%,598,1883,0.3175783324,Construction
Aviation Technician,40%,434,1419,0.3058491896,Sales & Marketing
Calibration Technician,40%,478,1599,0.2989368355,Hospitality
Electronics Technician,40%,339,966,0.350931677,Communication & PR
Equipment Technician,40%,251,781,0.3213828425,Data & IT
Forklift Mechanic,40%,121,503,0.24055666,Administrative & Clerical
Generalist,40%,527,1657,0.318044659,Leadership & Strategy
Hvac Service Technician,40%,270,1079,0.250231696,Medical & Healthcare
Hvac Technician,40%,272,1080,0.2518518519,Supply Chain & Logistics
Janitorial Manager,40%,355,1277,0.2779953015,Law Enforcement
Maintenance Manager,40%,407,1380,0.2949275362,Construction
Maintenance Superintendent,40%,397,1376,0.2885174419,Sales & Marketing
Newspaper Delivery,40%,409,1411,0.2898653437,Hospitality
Parking Enforcement Officer,40%,148,558,0.2652329749,Communication & PR
Sewing,40%,143,512,0.279296875,Data & IT
Theater Manager,40%,472,1739,0.2714203565,Administrative & Clerical
Watchmaker,40%,157,643,0.2441679627,Leadership & Strategy
Assistant Buyer,40%,710,2168,0.3274907749,Medical & Healthcare
Associate Buyer,40%,710,2181,0.3255387437,Supply Chain & Logistics
Automation Technician,40%,557,1796,0.3101336303,Law Enforcement
Cmm Programmer,40%,295,919,0.3210010881,Construction
Controls Technician,40%,304,964,0.3153526971,Sales & Marketing
Inventory,40%,539,1778,0.3031496063,Hospitality
Manufacturing Analyst,40%,638,2158,0.2956441149,Communication & PR
Manufacturing Technician,40%,432,1757,0.2458736483,Data & IT
Material Handler,40%,352,1212,0.2904290429,Administrative & Clerical
Order Builder,40%,341,1195,0.2853556485,Leadership & Strategy
Order Picker,40%,345,1200,0.2875,Medical & Healthcare
Order Puller,40%,343,1198,0.2863105175,Supply Chain & Logistics
Picker,40%,154,584,0.2636986301,Law Enforcement
Production Operator,40%,250,1013,0.2467917078,Construction
Deli Manager,40%,541,1803,0.3000554631,Sales & Marketing
Director Of Development,40%,829,2430,0.3411522634,Hospitality
Business Development Officer,40%,958,2883,0.3322927506,Communication & PR
Field Representative,40%,682,2146,0.3178005592,Data & IT
Dialysis Nurse,40%,453,1512,0.2996031746,Administrative & Clerical
Oncology Nurse,40%,444,1475,0.3010169492,Leadership & Strategy
Service Delivery Manager,40%,772,2336,0.3304794521,Medical & Healthcare
Excavator Operator,40%,306,1146,0.2670157068,Supply Chain & Logistics
Claim Representative,40%,723,2147,0.336748952,Law Enforcement
Insurance Manager,40%,700,2137,0.3275620028,Construction
Auto Body Technician,40%,412,1409,0.2924059617,Sales & Marketing
Dental Office Manager,40%,651,2087,0.3119310014,Hospitality
Configuration Manager,40%,701,2069,0.3388110198,Communication & PR
Clinical Nurse,40%,458,1509,0.3035122598,Data & IT
Events Assistant,40%,758,2237,0.3388466696,Administrative & Clerical
Transportation Dispatcher,40%,719,2282,0.3150744961,Leadership & Strategy
Bar Manager,40%,564,1815,0.3107438017,Medical & Healthcare
Family Nurse Practitioner,40%,450,1494,0.3012048193,Supply Chain & Logistics
Nurse Clinician,40%,452,1493,0.3027461487,Law Enforcement
Assembly Technician,40%,437,1436,0.3043175487,Construction
Night Manager,40%,430,1380,0.3115942029,Sales & Marketing
Reservation Specialist,40%,614,2138,0.2871842844,Hospitality
Reservationist,40%,570,2011,0.2834410741,Communication & PR
Reservations Agent,40%,565,2015,0.2803970223,Data & IT
Restaurant General Manager,40%,392,1308,0.2996941896,Administrative & Clerical
Restaurant Supervisor,40%,384,1285,0.2988326848,Leadership & Strategy
Server,40%,206,666,0.3093093093,Medical & Healthcare
Server Assistant,40%,246,708,0.3474576271,Supply Chain & Logistics
Travel Assistant,40%,708,2151,0.3291492329,Law Enforcement
Behavioral Technician,40%,134,948,0.141350211,Construction
Nursing Home Administrator,40%,440,1692,0.2600472813,Sales & Marketing
Youth Program Director,40%,771,2366,0.3258664413,Hospitality
Air Marshal,40%,41,325,0.1261538462,Communication & PR
Court Security Officer,40%,339,1079,0.3141797961,Data & IT
Detective,40%,400,1195,0.3347280335,Administrative & Clerical
Forensic Investigator,40%,419,1269,0.3301812451,Leadership & Strategy
Gunsmith,40%,140,555,0.2522522523,Medical & Healthcare
Investigator,40%,473,1414,0.3345120226,Supply Chain & Logistics
Security Supervisor,40%,283,998,0.2835671343,Law Enforcement
Cisco Engineer,40%,95,623,0.1524879615,Construction
Cisco Network Engineer,40%,95,623,0.1524879615,Sales & Marketing
Computer Operator,40%,457,1300,0.3515384615,Hospitality
Controls Engineer,40%,453,1254,0.3612440191,Communication & PR
Digital Account Manager,39%,560,1606,0.3486924035,Data & IT
Edi Analyst,38%,524,1437,0.3646485734,Administrative & Clerical
Information Security Engineer,38%,491,1373,0.3576110706,Leadership & Strategy
Integration Analyst,38%,540,1483,0.3641267701,Medical & Healthcare
It Specialist,38%,547,1548,0.3533591731,Supply Chain & Logistics
Junior Network Engineer,38%,493,1352,0.3646449704,Law Enforcement
Network Consultant,38%,1009,3292,0.3065006075,Construction
Network Support Specialist,38%,1025,3395,0.3019145803,Sales & Marketing
Salesforce Administrator,38%,1022,3269,0.312633833,Hospitality
Sap Functional Consultant,38%,1025,3289,0.3116448769,Communication & PR
Support Technician,38%,1122,3609,0.3108894431,Data & IT
Crisis Counselor,38%,397,1224,0.3243464052,Administrative & Clerical
Mechanical Drafter,37%,567,1959,0.2894333844,Leadership & Strategy
Production Engineer,37%,668,2485,0.2688128773,Medical & Healthcare
Security Engineer,37%,631,1968,0.3206300813,Supply Chain & Logistics
Simulation Engineer,37%,667,2285,0.2919037199,Law Enforcement
Underground Miner,36%,286,1124,0.2544483986,Construction
Unix Engineer,36%,516,1690,0.3053254438,Sales & Marketing
Verification Engineer,36%,506,1628,0.3108108108,Hospitality
Voice Engineer,36%,551,1759,0.3132461626,Communication & PR
Chief Administrative Officer,35%,281,1828,0.1537199125,Data & IT
Emergency Management Specialist,35%,403,1291,0.3121611154,Administrative & Clerical
Loss Prevention Manager,35%,445,1545,0.28802589,Leadership & Strategy
Proposal Coordinator,35%,984,3525,0.2791489362,Medical & Healthcare
Provider Relations Representative,35%,707,2389,0.2959397237,Supply Chain & Logistics
Secretary,35%,617,2226,0.277178796,Law Enforcement
Trading Assistant,35%,659,2040,0.3230392157,Construction
Volunteer Coordinator,35%,787,2343,0.3358941528,Sales & Marketing
Car Driver,35%,60,505,0.1188118812,Hospitality
Carrier,35%,62,529,0.1172022684,Communication & PR
Construction Driver,35%,200,756,0.2645502646,Data & IT
Contract Driver,35%,174,672,0.2589285714,Administrative & Clerical
Courier,35%,177,680,0.2602941176,Leadership & Strategy
Forklift Driver,35%,160,648,0.2469135802,Medical & Healthcare
Tanker,35%,62,373,0.1662198391,Supply Chain & Logistics
Taxi Driver,35%,93,383,0.2428198433,Law Enforcement
Assistant Restaurant Manager,35%,142,1006,0.1411530815,Construction
Banquet Captain,35%,101,793,0.1273644388,Sales & Marketing
Brewer,35%,55,508,0.1082677165,Hospitality
Chef Manager,35%,90,740,0.1216216216,Communication & PR
Executive Chef,35%,299,1007,0.2969215492,Data & IT
Food Production Worker,35%,260,953,0.2728226653,Administrative & Clerical
Front Of House Manager,35%,443,1432,0.3093575419,Leadership & Strategy
Front Office Supervisor,35%,468,1627,0.2876459742,Medical & Healthcare
Greeter,35%,277,900,0.3077777778,Supply Chain & Logistics
Hotel Front Office Manager,35%,475,1545,0.3074433657,Law Enforcement
Hotel General Manager,35%,425,1271,0.3343823761,Construction
Hotel Operations Manager,35%,429,1275,0.3364705882,Sales & Marketing
Contract Negotiator,35%,397,1238,0.3206785137,Hospitality
Housing Specialist,35%,441,1408,0.3132102273,Communication & PR
Proposal Specialist,35%,988,3459,0.2856316855,Data & IT
Analytical Chemist,35%,114,757,0.1505944518,Administrative & Clerical
Cytogenetic Technologist,35%,337,1150,0.2930434783,Leadership & Strategy
Food Scientist,35%,340,1184,0.2871621622,Medical & Healthcare
Food Technologist,35%,336,1179,0.2849872774,Supply Chain & Logistics
Laboratory Assistant,35%,456,1497,0.3046092184,Law Enforcement
Patent Agent,35%,641,2233,0.2870577698,Construction
Taxonomist,35%,661,2244,0.2945632799,Sales & Marketing
Accounting Consultant,35%,240,1585,0.1514195584,Hospitality
Accounting Technician,35%,213,1460,0.145890411,Communication & PR
Accounts Receivable Clerk,35%,217,1451,0.1495520331,Data & IT
Appraiser,35%,177,1268,0.1395899054,Administrative & Clerical
Broker Assistant,35%,207,1467,0.1411042945,Leadership & Strategy
Commercial Loan Officer,35%,441,1284,0.3434579439,Medical & Healthcare
Commodity Trader,35%,444,1360,0.3264705882,Supply Chain & Logistics
Corporate Accountant,35%,486,1586,0.3064312736,Law Enforcement
Entry Level Accountant,35%,481,1585,0.3034700315,Construction
Equity Trader,35%,443,1351,0.3279052554,Sales & Marketing
Financial Accountant,35%,483,1572,0.3072519084,Hospitality
Fund Accounting Manager,35%,483,1612,0.2996277916,Communication & PR
General Accountant,35%,466,1545,0.301618123,Data & IT
General Ledger Accountant,35%,466,1543,0.3020090732,Administrative & Clerical
Investment Banking Analyst,35%,478,1461,0.3271731691,Leadership & Strategy
Private Equity Analyst,35%,721,2283,0.3158125274,Medical & Healthcare
Risk Analyst,35%,725,2289,0.3167321975,Supply Chain & Logistics
Treasury Manager,35%,704,2184,0.3223443223,Law Enforcement
Clinic Receptionist,35%,241,1566,0.1538952746,Construction
Dental Receptionist,35%,461,1651,0.2792247123,Sales & Marketing
Front Office Assistant,35%,470,1642,0.2862362972,Hospitality
Yard Jockey,35%,314,1178,0.2665534805,Communication & PR
Associate Consultant,35%,289,1784,0.1619955157,Data & IT
Consultant,35%,495,1511,0.3275976175,Administrative & Clerical
Financial Consultant,35%,486,1547,0.3141564318,Leadership & Strategy
Technical Consultant,35%,1240,4070,0.3046683047,Medical & Healthcare
Technology Consultant,35%,1236,4064,0.3041338583,Supply Chain & Logistics
Product Demonstrator,35%,911,3170,0.2873817035,Law Enforcement
Promotions Manager,35%,1044,3723,0.2804190169,Construction
Purchasing Agent,35%,853,3098,0.2753389283,Sales & Marketing
Special Events Coordinator,35%,1071,3790,0.282585752,Hospitality
Assistant Project Manager,35%,311,1980,0.1570707071,Communication & PR
Associate Product Manager,35%,316,2008,0.1573705179,Data & IT
Product Director,35%,995,3281,0.3032612009,Administrative & Clerical
Product Owner,35%,1045,3492,0.299255441,Leadership & Strategy
Project Estimator,35%,865,2706,0.3196600148,Medical & Healthcare
Project Lead,35%,1053,3454,0.3048639259,Supply Chain & Logistics
Project Leader,35%,1051,3453,0.304373009,Law Enforcement
Project Management Specialist,35%,1070,3480,0.3074712644,Construction
Inventory Specialist,35%,524,1687,0.3106105513,Sales & Marketing
Merchandising Assistant,35%,873,3073,0.2840872112,Hospitality
Stock Manager,35%,661,2265,0.2918322296,Communication & PR
Architectural Drafter,35%,137,1204,0.1137873754,Data & IT
Drilling Supervisor,35%,232,792,0.2929292929,Administrative & Clerical
General Contractor,35%,299,939,0.3184238552,Leadership & Strategy
Safety Professional,35%,574,1964,0.2922606925,Medical & Healthcare
Safety Specialist,35%,570,1958,0.291113381,Supply Chain & Logistics
Adjuster,35%,222,1451,0.1529979325,Law Enforcement
Claim Specialist,35%,236,1511,0.156187955,Construction
Claims Examiner,35%,238,1561,0.1524663677,Sales & Marketing
Claims Representative,35%,240,1572,0.1526717557,Hospitality
Insurance Broker,35%,441,1376,0.320494186,Communication & PR
Policy Advisor,35%,736,2378,0.3095037847,Data & IT
Mobile Phlebotomist,35%,147,467,0.3147751606,Administrative & Clerical
Orthopedic Technician,35%,174,673,0.2585438336,Leadership & Strategy
Aircraft Assembler,35%,64,518,0.1235521236,Medical & Healthcare
Aircraft Maintenance Technician,35%,68,536,0.1268656716,Supply Chain & Logistics
Aircraft Mechanic,35%,69,546,0.1263736264,Law Enforcement
Auto Mechanic,35%,70,573,0.1221640489,Construction
Auto Technician,35%,70,573,0.1221640489,Sales & Marketing
Automotive Mechanic,35%,70,573,0.1221640489,Hospitality
Automotive Technician,35%,70,573,0.1221640489,Communication & PR
Aviation Maintenance Technician,35%,68,536,0.1268656716,Data & IT
Aviation Mechanic,35%,67,527,0.1271347249,Administrative & Clerical
Car Mechanic,35%,66,525,0.1257142857,Leadership & Strategy
Copier Technician,35%,232,884,0.2624434389,Medical & Healthcare
